index	Gene
bc2018--bc2018___80_01753	galE
bc2018--bc2018___80_01754	BACUNI_02767
bc2018--bc2018___80_01755	BACUNI_02768
bc2018--bc2018___80_01756	rnfG
bc2018--bc2018___80_01757	rnfD
bc2018--bc2018___80_01758	rnfC
bc2018--bc2018___80_01759	rnfB
bc2018--bc2018___80_01760	BACUNI_02773
bc2018--bc2018___80_01761	BACUNI_02775
bc2018--bc2018___80_01762	BACUNI_02776
bc2018--bc2018___80_01763	pyrG
bc2018--bc2018___80_01764	yidC
bc2018--bc2018___80_01765	BACUNI_02779
bc2018--bc2018___80_01766	BACUNI_02780
bc2018--bc2018___80_01767	BACUNI_02782
bc2018--bc2018___80_01768	BACUNI_02783
bc2018--bc2018___80_01769	BACUNI_02784
bc2018--bc2018___80_01770	BACUNI_02785
bc2018--bc2018___80_01771	bc2018--bc2018___80_01771
bc2018--bc2018___80_01772	BACUNI_02787
bc2018--bc2018___80_01773	BACUNI_02788
bc2018--bc2018___80_01774	BACUNI_02789
bc2018--bc2018___80_01775	BACUNI_02790
bc2018--bc2018___80_01776	BACUNI_02791
bc2018--bc2018___80_01777	BACUNI_02792
bc2018--bc2018___80_01778	BACUNI_02793
bc2018--bc2018___80_01779	BACUNI_02794
bc2018--bc2018___80_01780	bc2018--bc2018___80_01780
bc2018--bc2018___80_01781	BACUNI_02796
bc2018--bc2018___80_01782	BACUNI_02797
bc2018--bc2018___80_01783	BACUNI_02798
bc2018--bc2018___80_01784	BACUNI_02799
bc2018--bc2018___80_01785	BACUNI_02801
bc2018--bc2018___80_01786	BACUNI_02802
bc2018--bc2018___80_01787	BACUNI_02803
bc2018--bc2018___80_01788	BACUNI_02805
bc2018--bc2018___80_01789	bc2018--bc2018___80_01789
bc2018--bc2018___80_01790	BACUNI_02808
bc2018--bc2018___80_01791	BACUNI_02809
bc2018--bc2018___80_01792	BACUNI_02811
bc2018--bc2018___80_01793	BACUNI_02813
bc2018--bc2018___80_01794	BACUNI_02814
bc2018--bc2018___80_01795	BACUNI_02817
bc2018--bc2018___80_01796	BACUNI_02818
bc2018--bc2018___80_01797	BACUNI_02819
bc2018--bc2018___80_01798	BACUNI_02820
bc2018--bc2018___80_01799	proS
bc2018--bc2018___80_01800	BACUNI_02822
bc2018--bc2018___80_01801	BACUNI_02823
bc2018--bc2018___80_01802	BACUNI_02824
bc2018--bc2018___80_01803	BACUNI_02825
bc2018--bc2018___80_01804	BACUNI_02826
bc2018--bc2018___80_01805	BACUNI_02827
bc2018--bc2018___80_01806	BACUNI_02828
bc2018--bc2018___80_01807	BACUNI_02829
bc2018--bc2018___80_01808	BACUNI_02830
bc2018--bc2018___80_01809	BACUNI_02831
bc2018--bc2018___80_01810	BACUNI_02833
bc2018--bc2018___80_01811	BACUNI_02834
bc2018--bc2018___80_01812	BACUNI_02835
bc2018--bc2018___80_01813	bc2018--bc2018___80_01813
bc2018--bc2018___80_01815	cobU
bc2018--bc2018___80_01816	cobT
bc2018--bc2018___80_01817	cobS
bc2018--bc2018___80_01818	cobC
bc2018--bc2018___80_01819	BACUNI_02842
bc2018--bc2018___80_01820	BACUNI_02843
bc2018--bc2018___80_01821	BACUNI_02844
bc2018--bc2018___80_01822	BACUNI_02845
bc2018--bc2018___80_01823	cobQ
bc2018--bc2018___80_01824	BACUNI_02847
bc2018--bc2018___80_01825	BACUNI_02848
bc2018--bc2018___80_01826	BACUNI_02849
bc2018--bc2018___80_01827	BACUNI_02851
bc2018--bc2018___80_01828	pncB
bc2018--bc2018___80_01829	BACUNI_02852
bc2018--bc2018___80_01830	BACUNI_02853
bc2018--bc2018___80_01831	BACUNI_02854
bc2018--bc2018___80_01832	BACUNI_02855
bc2018--bc2018___80_01833	BACUNI_02856
bc2018--bc2018___80_01834	BACUNI_02857
bc2018--bc2018___80_01835	BACUNI_02858
bc2018--bc2018___80_01836	bc2018--bc2018___80_01836
bc2018--bc2018___80_01837	BACUNI_02860
bc2018--bc2018___80_01838	bc2018--bc2018___80_01838
bc2018--bc2018___80_01839	bc2018--bc2018___80_01839
bc2018--bc2018___80_01840	BACUNI_02864
bc2018--bc2018___80_01841	BACUNI_02867
bc2018--bc2018___80_01842	BACUNI_02868
bc2018--bc2018___80_01843	bc2018--bc2018___80_01843
bc2018--bc2018___80_01844	BACUNI_02870
bc2018--bc2018___80_01845	BACUNI_02871
bc2018--bc2018___80_01846	BACUNI_02872
bc2018--bc2018___80_01847	BACUNI_02873
bc2018--bc2018___80_01848	BACUNI_02874
bc2018--bc2018___80_01849	BACUNI_02876
bc2018--bc2018___80_01850	bc2018--bc2018___80_01850
bc2018--bc2018___80_01851	bc2018--bc2018___80_01851
bc2018--bc2018___80_01852	BACUNI_02878
bc2018--bc2018___80_01853	BACUNI_02882
bc2018--bc2018___80_01854	BACUNI_02884
bc2018--bc2018___80_01855	bc2018--bc2018___80_01855
bc2018--bc2018___80_01856	bc2018--bc2018___80_01856
bc2018--bc2018___80_01857	BACUNI_02889
bc2018--bc2018___80_01858	bc2018--bc2018___80_01858
bc2018--bc2018___80_01859	bc2018--bc2018___80_01859
bc2018--bc2018___80_01860	bc2018--bc2018___80_01860
bc2018--bc2018___80_01861	bc2018--bc2018___80_01861
bc2018--bc2018___80_01862	bc2018--bc2018___80_01862
bc2018--bc2018___80_01863	bc2018--bc2018___80_01863
bc2018--bc2018___80_01864	bc2018--bc2018___80_01864
bc2018--bc2018___80_01865	BACUNI_02897
bc2018--bc2018___80_01866	BACUNI_02902
bc2018--bc2018___80_01867	BACUNI_02903
bc2018--bc2018___80_01868	cobB
bc2018--bc2018___80_01869	BACUNI_02906
bc2018--bc2018___80_01870	BACUNI_02907
bc2018--bc2018___80_01871	BACUNI_02908
bc2018--bc2018___80_01872	BACUNI_02909
bc2018--bc2018___80_01873	BACUNI_02910
bc2018--bc2018___80_01874	accC
bc2018--bc2018___80_01875	BACUNI_02913
bc2018--bc2018___80_01876	BACUNI_02914
bc2018--bc2018___80_01877	cbiK
bc2018--bc2018___80_01878	BACUNI_02916
bc2018--bc2018___80_01879	BACUNI_02917
bc2018--bc2018___80_01880	BACUNI_02918
bc2018--bc2018___80_01881	BACUNI_02919
bc2018--bc2018___80_01882	BACUNI_02920
bc2018--bc2018___80_01883	BACUNI_02921
bc2018--bc2018___80_01884	cbiK
bc2018--bc2018___80_01885	BACUNI_02923
bc2018--bc2018___80_01886	cobJ
bc2018--bc2018___80_01887	cbiE
bc2018--bc2018___80_01888	cobM
bc2018--bc2018___80_01889	cbiD
bc2018--bc2018___80_01890	BACUNI_02931
bc2018--bc2018___80_01891	BACUNI_02933
bc2018--bc2018___80_01892	BACUNI_02934
bc2018--bc2018___80_01893	BACUNI_02935
bc2018--bc2018___80_01894	BACUNI_02936
bc2018--bc2018___80_01895	bc2018--bc2018___80_01895
bc2018--bc2018___80_01896	BACUNI_02938
bc2018--bc2018___80_01897	BACUNI_02939
bc2018--bc2018___80_01898	bc2018--bc2018___80_01898
bc2018--bc2018___80_01899	BACUNI_02942
bc2018--bc2018___80_01900	BACUNI_02943
bc2018--bc2018___80_01901	BACUNI_02944
bc2018--bc2018___80_01902	BACUNI_02945
bc2018--bc2018___80_01903	BACUNI_02946
bc2018--bc2018___80_01904	BACUNI_02947
bc2018--bc2018___80_01905	BACUNI_02949
bc2018--bc2018___80_01906	bc2018--bc2018___80_01906
bc2018--bc2018___80_01907	BACUNI_02950
bc2018--bc2018___80_01908	BACUNI_02951
bc2018--bc2018___80_01909	BACUNI_02952
bc2018--bc2018___80_01910	BACUNI_02953
bc2018--bc2018___80_01911	BACUNI_02954
bc2018--bc2018___80_01912	BACUNI_02955
bc2018--bc2018___80_01913	bc2018--bc2018___80_01913
bc2018--bc2018___80_01914	BACUNI_02957
bc2018--bc2018___80_01915	BACUNI_02958
bc2018--bc2018___80_01916	bc2018--bc2018___80_01916
bc2018--bc2018___80_01917	bc2018--bc2018___80_01917
bc2018--bc2018___80_01918	BACUNI_02961
bc2018--bc2018___80_01919	BACUNI_02963
bc2018--bc2018___80_01920	bc2018--bc2018___80_01920
bc2018--bc2018___80_01921	BACUNI_02966
bc2018--bc2018___80_01922	BACUNI_02967
bc2018--bc2018___80_01923	BACUNI_02968
bc2018--bc2018___80_01924	aepX
bc2018--bc2018___80_01925	bc2018--bc2018___80_01925
bc2018--bc2018___80_01926	BACUNI_02971
bc2018--bc2018___80_01927	bc2018--bc2018___80_01927
bc2018--bc2018___80_01928	bc2018--bc2018___80_01928
bc2018--bc2018___80_01929	BACUNI_02974
bc2018--bc2018___80_01930	BACUNI_02975
bc2018--bc2018___80_01931	BACUNI_02976
bc2018--bc2018___80_01932	BACUNI_02977
bc2018--bc2018___80_01933	bc2018--bc2018___80_01933
bc2018--bc2018___80_01934	BACUNI_02981
bc2018--bc2018___80_01935	BACUNI_02982
bc2018--bc2018___80_01936	BACUNI_02983
bc2018--bc2018___80_01937	BACUNI_02984
bc2018--bc2018___80_01938	BACUNI_02985
bc2018--bc2018___80_01939	BACUNI_02986
bc2018--bc2018___80_01940	pseB
bc2018--bc2018___80_01941	BACUNI_02988
bc2018--bc2018___80_01942	BACUNI_00547
bc2018--bc2018___80_01943	BACUNI_00551
bc2018--bc2018___80_01944	BACUNI_00552
bc2018--bc2018___80_01945	hydF
bc2018--bc2018___80_01946	hydG
bc2018--bc2018___80_01947	hydE
bc2018--bc2018___80_01948	BACUNI_00556
bc2018--bc2018___80_01949	BACUNI_00558
bc2018--bc2018___80_01950	BACUNI_00559
bc2018--bc2018___80_01951	BACUNI_00560
bc2018--bc2018___80_01952	uvrA
bc2018--bc2018___80_01953	BACUNI_00563
bc2018--bc2018___80_01954	BACUNI_00564
bc2018--bc2018___80_01955	BACUNI_00565
bc2018--bc2018___80_01956	BACUNI_00566
bc2018--bc2018___80_01957	yfiO
bc2018--bc2018___80_01958	BACUNI_00568
bc2018--bc2018___80_01959	BACUNI_00570
bc2018--bc2018___80_01960	uvrB
bc2018--bc2018___80_01961	BACUNI_00572
bc2018--bc2018___80_01962	BACUNI_00574
bc2018--bc2018___80_01963	bc2018--bc2018___80_01963
bc2018--bc2018___80_01964	BACUNI_00578
bc2018--bc2018___80_01965	BACUNI_00579
bc2018--bc2018___80_01966	BACUNI_00580
bc2018--bc2018___80_01967	BACUNI_00581
bc2018--bc2018___80_01968	BACUNI_00582
bc2018--bc2018___80_01969	BACUNI_00583
bc2018--bc2018___80_01970	BACUNI_00585
bc2018--bc2018___80_01971	BACUNI_00586
bc2018--bc2018___80_01972	BACUNI_00588
bc2018--bc2018___80_01973	BACUNI_00589
bc2018--bc2018___80_01974	BACUNI_00590
bc2018--bc2018___80_01975	BACUNI_00591
bc2018--bc2018___80_01976	BACUNI_00592
bc2018--bc2018___80_01977	BACUNI_00593
bc2018--bc2018___80_01978	BACUNI_00594
bc2018--bc2018___80_01979	BACUNI_00595
bc2018--bc2018___80_01980	BACUNI_00596
bc2018--bc2018___80_01981	BACUNI_00599
bc2018--bc2018___80_01982	BACUNI_00600
bc2018--bc2018___80_01983	BACUNI_00601
bc2018--bc2018___80_01984	BACUNI_00602
bc2018--bc2018___80_01985	BACUNI_00603
bc2018--bc2018___80_01986	BACUNI_00605
bc2018--bc2018___80_01987	bc2018--bc2018___80_01987
bc2018--bc2018___80_01988	BACUNI_00607
bc2018--bc2018___80_01989	BACUNI_00608
bc2018--bc2018___80_01990	BACUNI_00609
bc2018--bc2018___80_01991	bc2018--bc2018___80_01991
bc2018--bc2018___80_01992	BACUNI_00611
bc2018--bc2018___80_01993	BACUNI_00612
bc2018--bc2018___80_01994	BACUNI_00613
bc2018--bc2018___80_01995	BACUNI_00615
bc2018--bc2018___80_01996	BACUNI_00617
bc2018--bc2018___80_01997	BACUNI_00619
bc2018--bc2018___80_01998	BACUNI_00620
bc2018--bc2018___80_01999	fim1C
bc2018--bc2018___80_02000	BACUNI_00623
bc2018--bc2018___80_02001	BACUNI_00624
bc2018--bc2018___80_02002	BACUNI_00625
bc2018--bc2018___80_02003	BACUNI_00626
bc2018--bc2018___80_02004	BACUNI_00627
bc2018--bc2018___80_02005	BACUNI_00629
bc2018--bc2018___80_02006	bc2018--bc2018___80_02006
bc2018--bc2018___80_02007	BACUNI_00631
bc2018--bc2018___80_02008	BACUNI_00632
bc2018--bc2018___80_02009	BACUNI_00633
bc2018--bc2018___80_02010	BACUNI_00634
bc2018--bc2018___80_02011	bc2018--bc2018___80_02011
bc2018--bc2018___80_02012	BACUNI_00639
bc2018--bc2018___80_02013	BACUNI_00068
bc2018--bc2018___80_02014	BACUNI_00069
bc2018--bc2018___80_02015	BACUNI_00070
bc2018--bc2018___80_02016	BACUNI_00071
bc2018--bc2018___80_02017	BACUNI_00072
bc2018--bc2018___80_02018	bc2018--bc2018___80_02018
bc2018--bc2018___80_02019	BACUNI_00074
bc2018--bc2018___80_02020	BACUNI_00075
bc2018--bc2018___80_02021	BACUNI_00076
bc2018--bc2018___80_02022	BACUNI_00077
bc2018--bc2018___80_02023	BACUNI_00078
bc2018--bc2018___80_02024	BACUNI_00079
bc2018--bc2018___80_02025	BACUNI_00080
bc2018--bc2018___80_02026	BACUNI_00081
bc2018--bc2018___80_02027	BACUNI_00082
bc2018--bc2018___80_02028	BACUNI_00083
bc2018--bc2018___80_02029	bc2018--bc2018___80_02029
bc2018--bc2018___80_02030	BACUNI_00085
bc2018--bc2018___80_02031	bc2018--bc2018___80_02031
bc2018--bc2018___80_02032	BACUNI_00089
bc2018--bc2018___80_02033	BACUNI_00092
bc2018--bc2018___80_02034	BACUNI_00093
bc2018--bc2018___80_02035	BACUNI_00094
bc2018--bc2018___80_02036	BACUNI_00095
bc2018--bc2018___80_02037	BACUNI_00096
bc2018--bc2018___80_02039	bc2018--bc2018___80_02039
bc2018--bc2018___80_02040	BACUNI_00100
bc2018--bc2018___80_02041	BACUNI_00101
bc2018--bc2018___80_02042	BACUNI_00102
bc2018--bc2018___80_02043	BACUNI_00104
bc2018--bc2018___80_02044	BACUNI_00105
bc2018--bc2018___80_02045	recR
bc2018--bc2018___80_02046	bc2018--bc2018___80_02046
bc2018--bc2018___80_02047	bc2018--bc2018___80_02047
bc2018--bc2018___80_02054	bc2018--bc2018___80_02054
bc2018--bc2018___80_02055	BACUNI_02330
bc2018--bc2018___80_02056	BACUNI_02328
bc2018--bc2018___80_02057	BACUNI_02327
bc2018--bc2018___80_02058	BACUNI_02326
bc2018--bc2018___80_02059	ppdK
bc2018--bc2018___80_02060	rumA
bc2018--bc2018___80_02061	BACUNI_02323
bc2018--bc2018___80_02062	BACUNI_02322
bc2018--bc2018___80_02063	BACUNI_02321
bc2018--bc2018___80_02064	BACUNI_02320
bc2018--bc2018___80_02065	BACUNI_02319
bc2018--bc2018___80_02066	BACUNI_02318
bc2018--bc2018___80_02067	BACUNI_02317
bc2018--bc2018___80_02068	BACUNI_02315
bc2018--bc2018___80_02069	sbcD
bc2018--bc2018___80_02070	BACUNI_02313
bc2018--bc2018___80_02071	map
bc2018--bc2018___80_02072	BACUNI_02311
bc2018--bc2018___80_02073	nqrF
bc2018--bc2018___80_02074	nqrE
bc2018--bc2018___80_02075	BACUNI_02307
bc2018--bc2018___80_02076	nqrC
bc2018--bc2018___80_02077	nqrB
bc2018--bc2018___80_02078	nqrA
bc2018--bc2018___80_02079	BACUNI_02303
bc2018--bc2018___80_02080	BACUNI_02301
bc2018--bc2018___80_02081	BACUNI_02299
bc2018--bc2018___80_02082	BACUNI_02298
bc2018--bc2018___80_02083	BACUNI_02297
bc2018--bc2018___80_02084	BACUNI_02296
bc2018--bc2018___80_02085	BACUNI_02294
bc2018--bc2018___80_02086	BACUNI_02292
bc2018--bc2018___80_02087	bc2018--bc2018___80_02087
bc2018--bc2018___80_02088	BACUNI_02289
bc2018--bc2018___80_02089	BACUNI_02288
bc2018--bc2018___80_02090	pdxB
bc2018--bc2018___80_02091	BACUNI_02286
bc2018--bc2018___80_02092	BACUNI_02285
bc2018--bc2018___80_02093	BACUNI_02284
bc2018--bc2018___80_02094	BACUNI_02283
bc2018--bc2018___80_02095	lepA
bc2018--bc2018___80_02096	BACUNI_02281
bc2018--bc2018___80_02097	BACUNI_02280
bc2018--bc2018___80_02098	xth
bc2018--bc2018___80_02099	BACUNI_02278
bc2018--bc2018___80_02100	BACUNI_02277
bc2018--bc2018___80_02101	BACUNI_02276
bc2018--bc2018___80_02102	pheT
bc2018--bc2018___80_02103	BACUNI_02814
bc2018--bc2018___80_02104	BACUNI_02271
bc2018--bc2018___80_02105	BACUNI_02270
bc2018--bc2018___80_02106	BACUNI_02269
bc2018--bc2018___80_02107	bc2018--bc2018___80_02107
bc2018--bc2018___80_02108	bc2018--bc2018___80_02108
bc2018--bc2018___80_02109	BACUNI_02266
bc2018--bc2018___80_02110	BACUNI_02261
bc2018--bc2018___80_02111	gmd
bc2018--bc2018___80_02112	BACUNI_02258
bc2018--bc2018___80_02113	BACUNI_02256
bc2018--bc2018___80_02114	BACUNI_02254
bc2018--bc2018___80_02115	BACUNI_02253
bc2018--bc2018___80_02116	BACUNI_02252
bc2018--bc2018___80_02117	kinA
bc2018--bc2018___80_02118	bc2018--bc2018___80_02118
bc2018--bc2018___80_02119	bc2018--bc2018___80_02119
bc2018--bc2018___80_02120	BACUNI_02248
bc2018--bc2018___80_02121	BACUNI_02247
bc2018--bc2018___80_02122	BACUNI_02246
bc2018--bc2018___80_02123	BACUNI_02245
bc2018--bc2018___80_02124	BACUNI_02244
bc2018--bc2018___80_02125	bc2018--bc2018___80_02125
bc2018--bc2018___80_02126	bc2018--bc2018___80_02126
bc2018--bc2018___80_02127	BACUNI_02240
bc2018--bc2018___80_02128	BACUNI_02239
bc2018--bc2018___80_02129	BACUNI_02238
bc2018--bc2018___80_02130	BACUNI_02237
bc2018--bc2018___80_02131	BACUNI_02236
bc2018--bc2018___80_02132	BACUNI_02235
bc2018--bc2018___80_02133	BACUNI_02234
bc2018--bc2018___80_02134	BACUNI_02233
bc2018--bc2018___80_02135	bc2018--bc2018___80_02135
bc2018--bc2018___80_02136	BACUNI_02229
bc2018--bc2018___80_02137	BACUNI_02228
bc2018--bc2018___80_02138	BACUNI_02227
bc2018--bc2018___80_02139	lipB
bc2018--bc2018___80_02140	BACUNI_02225
bc2018--bc2018___80_02141	BACUNI_02224
bc2018--bc2018___80_02142	BACUNI_02223
bc2018--bc2018___80_02143	BACUNI_02222
bc2018--bc2018___80_02144	BACUNI_02219
bc2018--bc2018___80_02145	rsmG
bc2018--bc2018___80_02146	BACUNI_02217
bc2018--bc2018___80_02147	gcvP
bc2018--bc2018___80_02148	BACUNI_02215
bc2018--bc2018___80_02149	BACUNI_02214
bc2018--bc2018___80_02150	BACUNI_02213
bc2018--bc2018___80_02151	BACUNI_02212
bc2018--bc2018___80_02152	bc2018--bc2018___80_02152
bc2018--bc2018___80_02153	BACUNI_02211
bc2018--bc2018___80_02154	BACUNI_02210
bc2018--bc2018___80_02155	BACUNI_02209
bc2018--bc2018___80_02156	BACUNI_02208
bc2018--bc2018___80_02157	bc2018--bc2018___80_02157
bc2018--bc2018___80_02158	BACUNI_02204
bc2018--bc2018___80_02159	BACUNI_02203
bc2018--bc2018___80_02160	BACUNI_02202
bc2018--bc2018___80_02161	BACUNI_02200
bc2018--bc2018___80_02162	BACUNI_02199
bc2018--bc2018___80_02163	BACUNI_02197
bc2018--bc2018___80_02164	BACUNI_02196
bc2018--bc2018___80_02165	pdxB
bc2018--bc2018___80_02166	serC
bc2018--bc2018___80_02167	BACUNI_02193
bc2018--bc2018___80_02168	BACUNI_02192
bc2018--bc2018___80_02169	BACUNI_02191
bc2018--bc2018___80_02170	BACUNI_02190
bc2018--bc2018___80_02171	ettA
bc2018--bc2018___80_02173	BACUNI_02183
bc2018--bc2018___80_02174	BACUNI_02182
bc2018--bc2018___80_02175	potA
bc2018--bc2018___80_02176	bc2018--bc2018___80_02176
bc2018--bc2018___80_02177	ydcV
bc2018--bc2018___80_02178	BACUNI_02177
bc2018--bc2018___80_02179	BACUNI_02176
bc2018--bc2018___80_02180	BACUNI_02175
bc2018--bc2018___80_02181	mtgA
bc2018--bc2018___80_02182	BACUNI_02173
bc2018--bc2018___80_02183	BACUNI_02172
bc2018--bc2018___80_02184	BACUNI_02171
bc2018--bc2018___80_02185	bc2018--bc2018___80_02185
bc2018--bc2018___80_02186	BACUNI_02169
bc2018--bc2018___80_02187	BACUNI_02168
bc2018--bc2018___80_02188	BACUNI_02167
bc2018--bc2018___80_02189	BACUNI_02166
bc2018--bc2018___80_02190	BACUNI_02164
bc2018--bc2018___80_02191	BACUNI_02163
bc2018--bc2018___80_02192	pdxH
bc2018--bc2018___80_02193	yhiM
bc2018--bc2018___80_02194	pgl
bc2018--bc2018___80_02195	zwf
bc2018--bc2018___80_02196	gnd
bc2018--bc2018___80_02197	sstT
bc2018--bc2018___80_02198	sstT
bc2018--bc2018___80_02199	gmd
bc2018--bc2018___80_02200	fcl
bc2018--bc2018___80_02201	BACUNI_02152
bc2018--bc2018___80_02202	BACUNI_02151
bc2018--bc2018___80_02203	BACUNI_02150
bc2018--bc2018___80_02204	BACUNI_02149
bc2018--bc2018___80_02205	fbp
bc2018--bc2018___80_02206	bc2018--bc2018___80_02206
bc2018--bc2018___80_02207	BACUNI_02147
bc2018--bc2018___80_02208	BACUNI_02146
bc2018--bc2018___80_02209	BACUNI_02145
bc2018--bc2018___80_02210	BACUNI_02144
bc2018--bc2018___80_02211	BACUNI_02143
bc2018--bc2018___80_02215	BACUNI_02139
bc2018--bc2018___80_02216	BACUNI_02138
bc2018--bc2018___80_02217	BACUNI_02136
bc2018--bc2018___80_02218	wcaJ_2
bc2018--bc2018___80_02219	BACUNI_02133
bc2018--bc2018___80_02220	ptk_3
bc2018--bc2018___80_02221	BACUNI_02131
bc2018--bc2018___80_02222	BACUNI_02130
bc2018--bc2018___80_02223	bc2018--bc2018___80_02223
bc2018--bc2018___80_02224	BACUNI_02128
bc2018--bc2018___80_02225	BACUNI_02127
bc2018--bc2018___80_02226	BACUNI_02125
bc2018--bc2018___80_02227	bc2018--bc2018___80_02227
bc2018--bc2018___80_02228	ugd
bc2018--bc2018___80_02229	BACUNI_02121
bc2018--bc2018___80_02230	BACUNI_02120
bc2018--bc2018___80_02231	BACUNI_02119
bc2018--bc2018___80_02232	BACUNI_02118
bc2018--bc2018___80_02233	BACUNI_02117
bc2018--bc2018___80_02234	BACUNI_02116
bc2018--bc2018___80_02235	BACUNI_02115
bc2018--bc2018___80_02236	BACUNI_02114
bc2018--bc2018___80_02237	BACUNI_02113
bc2018--bc2018___80_02238	BACUNI_02112
bc2018--bc2018___80_02239	BACUNI_02111
bc2018--bc2018___80_02240	BACUNI_02110
bc2018--bc2018___80_02241	BACUNI_02109
bc2018--bc2018___80_02242	BACUNI_02108
bc2018--bc2018___80_02243	BACUNI_02107
bc2018--bc2018___80_02244	BACUNI_02106
bc2018--bc2018___80_02245	fcl
bc2018--bc2018___80_02246	BACUNI_02104
bc2018--bc2018___80_02247	gmd
bc2018--bc2018___80_02248	BACUNI_02102
bc2018--bc2018___80_02249	BACUNI_02101
bc2018--bc2018___80_02250	BACUNI_02100
bc2018--bc2018___80_02251	BACUNI_02099
bc2018--bc2018___80_02252	BACUNI_02098
bc2018--bc2018___80_02253	BACUNI_02097
bc2018--bc2018___80_02254	BACUNI_02096
bc2018--bc2018___80_02255	bc2018--bc2018___80_02255
bc2018--bc2018___80_02256	BACUNI_02093
bc2018--bc2018___80_02257	bc2018--bc2018___80_02257
bc2018--bc2018___80_02258	BACUNI_02091
bc2018--bc2018___80_02259	bc2018--bc2018___80_02259
bc2018--bc2018___80_02260	BACUNI_02089
bc2018--bc2018___80_02261	BACUNI_02088
bc2018--bc2018___80_02262	BACUNI_02087
bc2018--bc2018___80_02263	grpE
bc2018--bc2018___80_02264	dnaJ
bc2018--bc2018___80_02265	BACUNI_02084
bc2018--bc2018___80_02266	BACUNI_02083
bc2018--bc2018___80_02267	BACUNI_02082
bc2018--bc2018___80_02268	BACUNI_02081
bc2018--bc2018___80_02269	BACUNI_02080
bc2018--bc2018___80_02270	BACUNI_02079
bc2018--bc2018___80_02271	BACUNI_02078
bc2018--bc2018___80_02272	BACUNI_02077
bc2018--bc2018___80_02273	BACUNI_02076
bc2018--bc2018___80_02274	BACUNI_02075
bc2018--bc2018___80_02275	BACUNI_02074
bc2018--bc2018___80_02276	BACUNI_02073
bc2018--bc2018___80_02277	BACUNI_02072
bc2018--bc2018___80_02278	BACUNI_02071
bc2018--bc2018___80_02279	bc2018--bc2018___80_02279
bc2018--bc2018___80_02281	BACUNI_02066
bc2018--bc2018___80_02282	bc2018--bc2018___80_02282
bc2018--bc2018___80_02283	BACUNI_02061
bc2018--bc2018___80_02284	mltG
bc2018--bc2018___80_02285	BACUNI_02059
bc2018--bc2018___80_02286	BACUNI_02058
bc2018--bc2018___80_02287	BACUNI_02057
bc2018--bc2018___80_02288	rplT
bc2018--bc2018___80_02289	rpmI
bc2018--bc2018___80_02290	infC
bc2018--bc2018___80_02291	thrS
bc2018--bc2018___80_02292	BACUNI_02052
bc2018--bc2018___80_02293	def
bc2018--bc2018___80_02294	BACUNI_02050
bc2018--bc2018___80_02295	BACUNI_02049
bc2018--bc2018___80_02296	BACUNI_02048
bc2018--bc2018___80_02297	BACUNI_02047
bc2018--bc2018___80_02298	BACUNI_02046
bc2018--bc2018___80_02299	bc2018--bc2018___80_02299
bc2018--bc2018___80_02300	BACUNI_02044
bc2018--bc2018___80_02301	BACUNI_02041
bc2018--bc2018___80_02302	BACUNI_02040
bc2018--bc2018___80_02303	bc2018--bc2018___80_02303
bc2018--bc2018___80_02304	BACUNI_02049
bc2018--bc2018___80_02305	BACUNI_01336
bc2018--bc2018___80_02306	BACUNI_01338
bc2018--bc2018___80_02307	cysN
bc2018--bc2018___80_02308	cysD
bc2018--bc2018___80_02309	cysC
bc2018--bc2018___80_02310	BACUNI_01342
bc2018--bc2018___80_02311	cysQ
bc2018--bc2018___80_02312	BACUNI_01345
bc2018--bc2018___80_02313	BACUNI_01346
bc2018--bc2018___80_02314	BACUNI_01347
bc2018--bc2018___80_02315	BACUNI_01349
bc2018--bc2018___80_02316	BACUNI_01350
bc2018--bc2018___80_02317	BACUNI_01351
bc2018--bc2018___80_02318	manA
bc2018--bc2018___80_02319	BACUNI_01353
bc2018--bc2018___80_02320	BACUNI_01354
bc2018--bc2018___80_02321	galK
bc2018--bc2018___80_02322	BACUNI_01357
bc2018--bc2018___80_02323	BACUNI_01358
bc2018--bc2018___80_02324	BACUNI_01359
bc2018--bc2018___80_02325	BACUNI_01360
bc2018--bc2018___80_02326	araA
bc2018--bc2018___80_02327	BACUNI_01362
bc2018--bc2018___80_02328	bc2018--bc2018___80_02328
bc2018--bc2018___80_02329	BACUNI_01365
bc2018--bc2018___80_02330	rpiB
bc2018--bc2018___80_02331	BACUNI_01367
bc2018--bc2018___80_02332	BACUNI_01368
bc2018--bc2018___80_02333	BACUNI_01369
bc2018--bc2018___80_02334	BACUNI_01370
bc2018--bc2018___80_02335	BACUNI_01371
bc2018--bc2018___80_02336	BACUNI_01372
bc2018--bc2018___80_02337	BACUNI_01374
bc2018--bc2018___80_02338	BACUNI_01375
bc2018--bc2018___80_02339	nadE
bc2018--bc2018___80_02340	BACUNI_01378
bc2018--bc2018___80_02341	BACUNI_01379
bc2018--bc2018___80_02342	BACUNI_01380
bc2018--bc2018___80_02343	BACUNI_01381
bc2018--bc2018___80_02344	BACUNI_01382
bc2018--bc2018___80_02345	BACUNI_01383
bc2018--bc2018___80_02346	BACUNI_01384
bc2018--bc2018___80_02347	BACUNI_01386
bc2018--bc2018___80_02348	prmA
bc2018--bc2018___80_02349	BACUNI_01390
