index,bacuni,Entry.Name,Gene
bc2018--bc2018___80_02994,BACUNI_03605,A7V7P0_BACUC,BACUNI_03605
bc2018--bc2018___80_02995,BACUNI_03606,,BACUNI_03606
bc2018--bc2018___80_02996,BACUNI_03608,A7V7P3_BACUC,tatA
bc2018--bc2018___80_02997,BACUNI_03609,A7V7P4_BACUC,alr
bc2018--bc2018___80_02998,BACUNI_03610,A7V7P5_BACUC,BACUNI_03610
bc2018--bc2018___80_02999,BACUNI_03611,,BACUNI_03611
bc2018--bc2018___80_03000,BACUNI_03612,A7V7P7_BACUC,dxs
bc2018--bc2018___80_03001,BACUNI_03613,A7V7P8_BACUC,BACUNI_03613
bc2018--bc2018___80_03002,BACUNI_03614,,trkH
bc2018--bc2018___80_03003,BACUNI_03615,,BACUNI_03615
bc2018--bc2018___80_03004,BACUNI_03616,,nuoA
bc2018--bc2018___80_03005,BACUNI_03617,A7V7Q2_BACUC,nuoB
bc2018--bc2018___80_03006,BACUNI_03618,A7V7Q3_BACUC,nuoC
bc2018--bc2018___80_03007,BACUNI_03619,,nuoH
bc2018--bc2018___80_03008,BACUNI_03621,A7V7Q6_BACUC,BACUNI_03621
bc2018--bc2018___80_03009,BACUNI_03622,,nuoJ
bc2018--bc2018___80_03010,BACUNI_03623,,nuoK
bc2018--bc2018___80_03011,BACUNI_03624,A7V7Q9_BACUC,BACUNI_03624
bc2018--bc2018___80_03012,BACUNI_03625,,nuoM
bc2018--bc2018___80_03013,BACUNI_03626,A7V7R1_BACUC,nuoN
bc2018--bc2018___80_03014,BACUNI_03627,A7V7R2_BACUC,BACUNI_03627
bc2018--bc2018___80_03015,BACUNI_03629,,BACUNI_03629
bc2018--bc2018___80_03016,BACUNI_03630,,BACUNI_03630
bc2018--bc2018___80_03017,bc2018--bc2018___80_03017,,bc2018--bc2018___80_03017
bc2018--bc2018___80_03018,BACUNI_03633,A7V7R8_BACUC,BACUNI_03633
bc2018--bc2018___80_03019,BACUNI_03635,A7V7S0_BACUC,BACUNI_03635
bc2018--bc2018___80_03020,BACUNI_03637,A7V7S1_BACUC,BACUNI_03637
bc2018--bc2018___80_03021,BACUNI_03638,,BACUNI_03638
bc2018--bc2018___80_03022,BACUNI_03640,,BACUNI_03640
bc2018--bc2018___80_03023,BACUNI_03641,A7V7S6_BACUC,BACUNI_03641
bc2018--bc2018___80_03024,BACUNI_03642,A7V7S7_BACUC,BACUNI_03642
bc2018--bc2018___80_03025,BACUNI_03643,A7V7S8_BACUC,BACUNI_03643
bc2018--bc2018___80_03026,bc2018--bc2018___80_03026,,bc2018--bc2018___80_03026
bc2018--bc2018___80_03027,bc2018--bc2018___80_03027,,bc2018--bc2018___80_03027
bc2018--bc2018___80_03028,BACUNI_03647,,BACUNI_03647
bc2018--bc2018___80_03029,BACUNI_03648,A7V7T4_BACUC,rsmA
bc2018--bc2018___80_03030,BACUNI_03650,A7V7T5_BACUC,mgtE
bc2018--bc2018___80_03031,BACUNI_03651,A7V7T6_BACUC,BACUNI_03651
bc2018--bc2018___80_03032,BACUNI_03652,A7V7T7_BACUC,BACUNI_03652
bc2018--bc2018___80_03034,BACUNI_03656,A7V7U0_BACUC,rsfS
bc2018--bc2018___80_03035,BACUNI_03657,A7V7U1_BACUC,ftsH
bc2018--bc2018___80_03036,BACUNI_03658,,cdsA
bc2018--bc2018___80_03037,BACUNI_03659,,BACUNI_03659
bc2018--bc2018___80_03038,BACUNI_03661,A7V7U5_BACUC,lpxB
bc2018--bc2018___80_03039,BACUNI_03662,A7V7U6_BACUC,surE
bc2018--bc2018___80_03040,BACUNI_03664,A7V7U8_BACUC,BACUNI_03664
bc2018--bc2018___80_03041,BACUNI_03665,,BACUNI_03665
bc2018--bc2018___80_03042,BACUNI_03666,A7V7V0_BACUC,BACUNI_03666
bc2018--bc2018___80_03043,BACUNI_03667,A7V7V1_BACUC,BACUNI_03667
bc2018--bc2018___80_03044,BACUNI_03668,,BACUNI_03668
bc2018--bc2018___80_03045,BACUNI_03669,A7V7V3_BACUC,BACUNI_03669
bc2018--bc2018___80_03046,BACUNI_03670,A7V7V4_BACUC,BACUNI_03670
bc2018--bc2018___80_03047,BACUNI_03671,A7V7V5_BACUC,BACUNI_03671
bc2018--bc2018___80_03048,BACUNI_03672,A7V7V6_BACUC,BACUNI_03672
bc2018--bc2018___80_03049,BACUNI_03673,A7V7V7_BACUC,alaS
bc2018--bc2018___80_03050,BACUNI_03674,A7V7V8_BACUC,BACUNI_03674
bc2018--bc2018___80_03051,BACUNI_03675,A7V7V9_BACUC,BACUNI_03675
bc2018--bc2018___80_03052,BACUNI_03676,A7V7W1_BACUC,BACUNI_03676
bc2018--bc2018___80_03053,BACUNI_03678,A7V7W2_BACUC,BACUNI_03678
bc2018--bc2018___80_03054,BACUNI_03679,A7V7W3_BACUC,BACUNI_03679
bc2018--bc2018___80_03055,BACUNI_03680,A7V7W4_BACUC,BACUNI_03680
bc2018--bc2018___80_03056,BACUNI_03682,A7V7W6_BACUC,BACUNI_03682
bc2018--bc2018___80_03057,BACUNI_03683,,BACUNI_03683
bc2018--bc2018___80_03058,BACUNI_03685,A7V7W9_BACUC,aroB
bc2018--bc2018___80_03059,BACUNI_03686,,BACUNI_03686
bc2018--bc2018___80_03060,BACUNI_03687,A7V7X1_BACUC,BACUNI_03687
bc2018--bc2018___80_03061,BACUNI_03690,,BACUNI_03690
bc2018--bc2018___80_03062,bc2018--bc2018___80_03062,,bc2018--bc2018___80_03062
bc2018--bc2018___80_03063,BACUNI_03693,A7V7X7_BACUC,BACUNI_03693
bc2018--bc2018___80_03064,bc2018--bc2018___80_03064,,bc2018--bc2018___80_03064
bc2018--bc2018___80_03065,BACUNI_02833,A7V5H4_BACUC,BACUNI_02833
bc2018--bc2018___80_03066,BACUNI_02834,,BACUNI_02834
bc2018--bc2018___80_03067,BACUNI_03698,,BACUNI_03698
bc2018--bc2018___80_03069,BACUNI_03701,,BACUNI_03701
bc2018--bc2018___80_03070,BACUNI_03702,,BACUNI_03702
bc2018--bc2018___80_03071,BACUNI_03703,,BACUNI_03703
bc2018--bc2018___80_03072,BACUNI_03704,,BACUNI_03704
bc2018--bc2018___80_03073,BACUNI_03705,,BACUNI_03705
bc2018--bc2018___80_03074,BACUNI_03706,,BACUNI_03706
bc2018--bc2018___80_03075,BACUNI_03707,,BACUNI_03707
bc2018--bc2018___80_03076,BACUNI_03708,,BACUNI_03708
bc2018--bc2018___80_03077,BACUNI_03709,,BACUNI_03709
bc2018--bc2018___80_03078,bc2018--bc2018___80_03078,,bc2018--bc2018___80_03078
bc2018--bc2018___80_03079,bc2018--bc2018___80_03079,,bc2018--bc2018___80_03079
bc2018--bc2018___80_03080,BACUNI_03712,,BACUNI_03712
bc2018--bc2018___80_03081,bc2018--bc2018___80_03081,,bc2018--bc2018___80_03081
bc2018--bc2018___80_03082,bc2018--bc2018___80_03082,,bc2018--bc2018___80_03082
bc2018--bc2018___80_03083,bc2018--bc2018___80_03083,,bc2018--bc2018___80_03083
bc2018--bc2018___80_03084,BACUNI_03716,,BACUNI_03716
bc2018--bc2018___80_03085,BACUNI_03719,,BACUNI_03719
bc2018--bc2018___80_03086,BACUNI_03722,A7V805_BACUC,BACUNI_03722
bc2018--bc2018___80_03087,BACUNI_03723,A7V806_BACUC,BACUNI_03723
bc2018--bc2018___80_03088,BACUNI_03725,A7V808_BACUC,BACUNI_03725
bc2018--bc2018___80_03089,BACUNI_03726,A7V809_BACUC,BACUNI_03726
bc2018--bc2018___80_03090,BACUNI_03727,A7V810_BACUC,BACUNI_03727
bc2018--bc2018___80_03091,BACUNI_03728,,BACUNI_03728
bc2018--bc2018___80_03092,bc2018--bc2018___80_03092,,bc2018--bc2018___80_03092
bc2018--bc2018___80_03093,BACUNI_03733,,BACUNI_03733
bc2018--bc2018___80_03094,BACUNI_03734,,znuB
bc2018--bc2018___80_03095,BACUNI_03735,A7V818_BACUC,BACUNI_03735
bc2018--bc2018___80_03096,bc2018--bc2018___80_03096,,bc2018--bc2018___80_03096
bc2018--bc2018___80_03097,BACUNI_03737,A7V820_BACUC,BACUNI_03737
bc2018--bc2018___80_03098,BACUNI_03738,A7V821_BACUC,trxA
bc2018--bc2018___80_03099,BACUNI_03740,A7V823_BACUC,BACUNI_03740
bc2018--bc2018___80_03100,BACUNI_03741,A7V824_BACUC,psd
bc2018--bc2018___80_03101,bc2018--bc2018___80_03101,,bc2018--bc2018___80_03101
bc2018--bc2018___80_03102,BACUNI_03743,A7V826_BACUC,BACUNI_03743
bc2018--bc2018___80_03103,bc2018--bc2018___80_03103,,bc2018--bc2018___80_03103
bc2018--bc2018___80_03104,BACUNI_03745,A7V828_BACUC,BACUNI_03745
bc2018--bc2018___80_03105,BACUNI_03746,A7V829_BACUC,BACUNI_03746
bc2018--bc2018___80_03106,BACUNI_03747,,BACUNI_03747
bc2018--bc2018___80_03107,BACUNI_03748,A7V831_BACUC,BACUNI_03748
bc2018--bc2018___80_03108,BACUNI_03749,A7V832_BACUC,BACUNI_03749
bc2018--bc2018___80_03109,BACUNI_03750,,BACUNI_03750
bc2018--bc2018___80_03110,BACUNI_03751,,BACUNI_03751
bc2018--bc2018___80_03111,BACUNI_03752,,BACUNI_03752
bc2018--bc2018___80_03112,BACUNI_03753,,BACUNI_03753
bc2018--bc2018___80_03113,BACUNI_03754,,BACUNI_03754
bc2018--bc2018___80_03114,BACUNI_03755,,BACUNI_03755
bc2018--bc2018___80_03115,bc2018--bc2018___80_03115,,bc2018--bc2018___80_03115
bc2018--bc2018___80_03116,BACUNI_03757,A7V840_BACUC,BACUNI_03757
bc2018--bc2018___80_03117,BACUNI_03758,,dinF
bc2018--bc2018___80_03118,BACUNI_03760,A7V843_BACUC,BACUNI_03760
bc2018--bc2018___80_03119,BACUNI_03761,,BACUNI_03761
bc2018--bc2018___80_03120,BACUNI_03762,A7V845_BACUC,BACUNI_03762
bc2018--bc2018___80_03121,BACUNI_03763,A7V846_BACUC,pyrH
bc2018--bc2018___80_03122,bc2018--bc2018___80_03122,,bc2018--bc2018___80_03122
bc2018--bc2018___80_03123,BACUNI_03766,A7V849_BACUC,rsgA
bc2018--bc2018___80_03124,BACUNI_03767,A7V850_BACUC,BACUNI_03767
bc2018--bc2018___80_03125,BACUNI_03768,A7V851_BACUC,BACUNI_03768
bc2018--bc2018___80_03126,BACUNI_03769,A7V852_BACUC,BACUNI_03769
bc2018--bc2018___80_03127,BACUNI_03770,,BACUNI_03770
bc2018--bc2018___80_03128,BACUNI_03771,,BACUNI_03771
bc2018--bc2018___80_03129,BACUNI_03773,A7V856_BACUC,BACUNI_03773
bc2018--bc2018___80_03130,BACUNI_03774,A7V857_BACUC,BACUNI_03774
bc2018--bc2018___80_03131,BACUNI_03775,A7V858_BACUC,hflX
bc2018--bc2018___80_03132,bc2018--bc2018___80_03132,,bc2018--bc2018___80_03132
bc2018--bc2018___80_03133,BACUNI_03776,A7V859_BACUC,BACUNI_03776
bc2018--bc2018___80_03134,BACUNI_03777,A7V860_BACUC,BACUNI_03777
bc2018--bc2018___80_03135,BACUNI_03778,A7V861_BACUC,BACUNI_03778
bc2018--bc2018___80_03136,BACUNI_02343,,BACUNI_02343
bc2018--bc2018___80_03137,BACUNI_02342,,BACUNI_02342
bc2018--bc2018___80_03138,BACUNI_02340,,BACUNI_02340
bc2018--bc2018___80_03139,BACUNI_02337,A7V436_BACUC,BACUNI_02337
bc2018--bc2018___80_03140,BACUNI_02336,A7V435_BACUC,BACUNI_02336
bc2018--bc2018___80_03141,BACUNI_03780,,BACUNI_03780
bc2018--bc2018___80_03142,BACUNI_03781,A7V864_BACUC,BACUNI_03781
bc2018--bc2018___80_03143,BACUNI_03782,A7V865_BACUC,BACUNI_03782
bc2018--bc2018___80_03144,BACUNI_03783,A7V866_BACUC,BACUNI_03783
bc2018--bc2018___80_03145,bc2018--bc2018___80_03145,,bc2018--bc2018___80_03145
bc2018--bc2018___80_03146,BACUNI_00026,A7UXK8_BACUC,BACUNI_00026
bc2018--bc2018___80_03147,BACUNI_00025,,BACUNI_00025
bc2018--bc2018___80_03148,BACUNI_00020,,BACUNI_00020
bc2018--bc2018___80_03149,BACUNI_00054,A7UXN6_BACUC,BACUNI_00054
bc2018--bc2018___80_03150,BACUNI_00053,A7UXN5_BACUC,BACUNI_00053
bc2018--bc2018___80_03151,BACUNI_00047,A7UXM9_BACUC,BACUNI_00047
bc2018--bc2018___80_03152,BACUNI_00050,A7UXN2_BACUC,BACUNI_00050
bc2018--bc2018___80_03153,BACUNI_00051,,BACUNI_00051
bc2018--bc2018___80_03154,BACUNI_00043,A7UXM5_BACUC,BACUNI_00043
bc2018--bc2018___80_03155,BACUNI_02346,A7V445_BACUC,BACUNI_02346
bc2018--bc2018___80_03156,bc2018--bc2018___80_03156,,bc2018--bc2018___80_03156
bc2018--bc2018___80_03157,BACUNI_02349,A7V448_BACUC,BACUNI_02349
bc2018--bc2018___80_03158,BACUNI_02350,A7V449_BACUC,BACUNI_02350
bc2018--bc2018___80_03159,BACUNI_02351,A7V450_BACUC,rsmI
bc2018--bc2018___80_03160,BACUNI_02352,A7V451_BACUC,BACUNI_02352
bc2018--bc2018___80_03161,BACUNI_02353,A7V452_BACUC,tdk
bc2018--bc2018___80_03162,BACUNI_02354,A7V453_BACUC,BACUNI_02354
bc2018--bc2018___80_03164,BACUNI_02356,,BACUNI_02356
bc2018--bc2018___80_03165,bc2018--bc2018___80_03165,,bc2018--bc2018___80_03165
bc2018--bc2018___80_03166,BACUNI_02359,,BACUNI_02359
bc2018--bc2018___80_03167,BACUNI_02360,,BACUNI_02360
bc2018--bc2018___80_03168,BACUNI_02361,,BACUNI_02361
bc2018--bc2018___80_03169,BACUNI_02365,,BACUNI_02365
bc2018--bc2018___80_03170,BACUNI_02367,,BACUNI_02367
bc2018--bc2018___80_03171,BACUNI_02369,A7V467_BACUC,BACUNI_02369
bc2018--bc2018___80_03172,BACUNI_02370,,BACUNI_02370
bc2018--bc2018___80_03173,BACUNI_02371,A7V469_BACUC,BACUNI_02371
bc2018--bc2018___80_03174,BACUNI_02372,A7V470_BACUC,BACUNI_02372
bc2018--bc2018___80_03175,BACUNI_02373,,pnuC
bc2018--bc2018___80_03176,BACUNI_02374,A7V472_BACUC,BACUNI_02374
bc2018--bc2018___80_03177,BACUNI_02376,,BACUNI_02376
bc2018--bc2018___80_03178,BACUNI_02377,A7V475_BACUC,BACUNI_02377
bc2018--bc2018___80_03179,bc2018--bc2018___80_03179,,bc2018--bc2018___80_03179
bc2018--bc2018___80_03180,BACUNI_02380,A7V478_BACUC,thrC
bc2018--bc2018___80_03181,BACUNI_02381,A7V479_BACUC,BACUNI_02381
bc2018--bc2018___80_03182,BACUNI_02382,A7V480_BACUC,BACUNI_02382
bc2018--bc2018___80_03183,BACUNI_02383,A7V481_BACUC,BACUNI_02383
bc2018--bc2018___80_03184,BACUNI_02385,A7V482_BACUC,cah
bc2018--bc2018___80_03185,BACUNI_02384,A7V483_BACUC,radA
bc2018--bc2018___80_03186,BACUNI_02386,A7V484_BACUC,BACUNI_02386
bc2018--bc2018___80_03187,BACUNI_02387,A7V485_BACUC,BACUNI_02387
bc2018--bc2018___80_03188,BACUNI_02388,,BACUNI_02388
bc2018--bc2018___80_03189,BACUNI_02389,A7V487_BACUC,BACUNI_02389
bc2018--bc2018___80_03190,BACUNI_02390,,BACUNI_02390
bc2018--bc2018___80_03191,BACUNI_02391,,BACUNI_02391
bc2018--bc2018___80_03192,BACUNI_02392,,BACUNI_02392
bc2018--bc2018___80_03193,BACUNI_02393,A7V491_BACUC,BACUNI_02393
bc2018--bc2018___80_03194,BACUNI_02394,A7V492_BACUC,metA
bc2018--bc2018___80_03195,bc2018--bc2018___80_03195,,bc2018--bc2018___80_03195
bc2018--bc2018___80_03196,BACUNI_02397,A7V495_BACUC,metF
bc2018--bc2018___80_03197,BACUNI_02398,A7V496_BACUC,BACUNI_02398
bc2018--bc2018___80_03198,BACUNI_02399,A7V497_BACUC,BACUNI_02399
bc2018--bc2018___80_03199,BACUNI_02400,A7V498_BACUC,gldH
bc2018--bc2018___80_03200,BACUNI_02401,,BACUNI_02401
bc2018--bc2018___80_03201,BACUNI_02402,,BACUNI_02402
bc2018--bc2018___80_03202,BACUNI_02403,A7V4A1_BACUC,BACUNI_02403
bc2018--bc2018___80_03203,BACUNI_02404,A7V4A2_BACUC,mrdA
bc2018--bc2018___80_03204,BACUNI_02405,,BACUNI_02405
bc2018--bc2018___80_03205,BACUNI_02406,A7V4A4_BACUC,mreC
bc2018--bc2018___80_03206,BACUNI_02407,A7V4A5_BACUC,mreB
bc2018--bc2018___80_03207,BACUNI_02408,A7V4A6_BACUC,purH
bc2018--bc2018___80_03208,bc2018--bc2018___80_03208,,bc2018--bc2018___80_03208
bc2018--bc2018___80_03209,BACUNI_02410,A7V4A8_BACUC,BACUNI_02410
bc2018--bc2018___80_03210,BACUNI_02411,A7V4A9_BACUC,BACUNI_02411
bc2018--bc2018___80_03211,BACUNI_02412,,BACUNI_02412
bc2018--bc2018___80_03212,BACUNI_02413,,BACUNI_02413
bc2018--bc2018___80_03213,BACUNI_02414,A7V4B2_BACUC,BACUNI_02414
bc2018--bc2018___80_03214,BACUNI_02416,A7V4B3_BACUC,BACUNI_02416
bc2018--bc2018___80_03215,BACUNI_02417,,BACUNI_02417
bc2018--bc2018___80_03216,BACUNI_02418,A7V4B6_BACUC,BACUNI_02418
bc2018--bc2018___80_03217,bc2018--bc2018___80_03217,,bc2018--bc2018___80_03217
bc2018--bc2018___80_03218,BACUNI_02420,,BACUNI_02420
bc2018--bc2018___80_03219,BACUNI_02421,A7V4B9_BACUC,BACUNI_02421
bc2018--bc2018___80_03220,BACUNI_02422,A7V4C0_BACUC,BACUNI_02422
bc2018--bc2018___80_03221,BACUNI_02423,,BACUNI_02423
bc2018--bc2018___80_03222,BACUNI_02426,,BACUNI_02426
bc2018--bc2018___80_03223,BACUNI_02428,A7V4C6_BACUC,BACUNI_02428
bc2018--bc2018___80_03224,BACUNI_02429,A7V4C7_BACUC,BACUNI_02429
bc2018--bc2018___80_03225,BACUNI_02430,A7V4C8_BACUC,BACUNI_02430
bc2018--bc2018___80_03226,BACUNI_02431,A7V4C9_BACUC,BACUNI_02431
bc2018--bc2018___80_03227,bc2018--bc2018___80_03227,,bc2018--bc2018___80_03227
bc2018--bc2018___80_03228,BACUNI_02434,A7V4D2_BACUC,BACUNI_02434
bc2018--bc2018___80_03229,BACUNI_02435,A7V4D3_BACUC,BACUNI_02435
bc2018--bc2018___80_03230,BACUNI_02436,A7V4D4_BACUC,BACUNI_02436
bc2018--bc2018___80_03231,bc2018--bc2018___80_03231,,bc2018--bc2018___80_03231
bc2018--bc2018___80_03232,BACUNI_02439,A7V4D7_BACUC,BACUNI_02439
bc2018--bc2018___80_03233,BACUNI_02440,A7V4D8_BACUC,BACUNI_02440
bc2018--bc2018___80_03234,BACUNI_02441,A7V4D9_BACUC,fabG
bc2018--bc2018___80_03235,BACUNI_02442,A7V4E0_BACUC,BACUNI_02442
bc2018--bc2018___80_03237,BACUNI_02447,,BACUNI_02447
bc2018--bc2018___80_03238,BACUNI_02448,A7V4E5_BACUC,BACUNI_02448
bc2018--bc2018___80_03239,BACUNI_02449,,BACUNI_02449
bc2018--bc2018___80_03240,BACUNI_02450,,BACUNI_02450
bc2018--bc2018___80_03241,BACUNI_02451,A7V4E8_BACUC,BACUNI_02451
bc2018--bc2018___80_03242,BACUNI_02453,,BACUNI_02453
bc2018--bc2018___80_03243,BACUNI_02454,A7V4F1_BACUC,BACUNI_02454
bc2018--bc2018___80_03244,BACUNI_02455,,BACUNI_02455
bc2018--bc2018___80_03245,BACUNI_02456,A7V4F3_BACUC,BACUNI_02456
bc2018--bc2018___80_03246,BACUNI_02457,,BACUNI_02457
bc2018--bc2018___80_03247,BACUNI_02459,A7V4F6_BACUC,BACUNI_02459
bc2018--bc2018___80_03248,BACUNI_02460,A7V4F7_BACUC,BACUNI_02460
bc2018--bc2018___80_03249,BACUNI_02461,,BACUNI_02461
bc2018--bc2018___80_03252,BACUNI_00745,,BACUNI_00745
bc2018--bc2018___80_03253,BACUNI_00746,,BACUNI_00746
bc2018--bc2018___80_03254,BACUNI_00748,A7UZL6_BACUC,BACUNI_00748
bc2018--bc2018___80_03255,BACUNI_00749,,BACUNI_00749
bc2018--bc2018___80_03256,BACUNI_00750,,BACUNI_00750
bc2018--bc2018___80_03257,BACUNI_00751,,BACUNI_00751
bc2018--bc2018___80_03258,BACUNI_00753,,thiD
bc2018--bc2018___80_03259,BACUNI_00754,A7UZM3_BACUC,BACUNI_00754
bc2018--bc2018___80_03260,BACUNI_00755,,BACUNI_00755
bc2018--bc2018___80_03261,bc2018--bc2018___80_03261,,bc2018--bc2018___80_03261
bc2018--bc2018___80_03262,BACUNI_00758,A7UZM7_BACUC,BACUNI_00758
bc2018--bc2018___80_03263,BACUNI_00759,A7UZM8_BACUC,BACUNI_00759
bc2018--bc2018___80_03264,BACUNI_00760,A7UZM9_BACUC,czcA
bc2018--bc2018___80_03265,BACUNI_00761,A7UZN0_BACUC,BACUNI_00761
bc2018--bc2018___80_03266,BACUNI_00762,A7UZN1_BACUC,BACUNI_00762
bc2018--bc2018___80_03267,BACUNI_00764,A7UZN2_BACUC,BACUNI_00764
bc2018--bc2018___80_03268,BACUNI_00765,,BACUNI_00765
bc2018--bc2018___80_03269,BACUNI_00766,,BACUNI_00766
bc2018--bc2018___80_03270,bc2018--bc2018___80_03270,,bc2018--bc2018___80_03270
bc2018--bc2018___80_03271,BACUNI_00768,A7UZN7_BACUC,ftcD
bc2018--bc2018___80_03272,BACUNI_00769,,BACUNI_00769
bc2018--bc2018___80_03273,bc2018--bc2018___80_03273,,bc2018--bc2018___80_03273
bc2018--bc2018___80_03274,BACUNI_00770,,BACUNI_00770
bc2018--bc2018___80_03275,BACUNI_00772,,BACUNI_00772
bc2018--bc2018___80_03276,BACUNI_00774,,BACUNI_00774
bc2018--bc2018___80_03277,BACUNI_00775,,BACUNI_00775
bc2018--bc2018___80_03278,BACUNI_00776,,BACUNI_00776
bc2018--bc2018___80_03279,BACUNI_00779,,BACUNI_00779
bc2018--bc2018___80_03280,BACUNI_00780,A7UZP9_BACUC,BACUNI_00780
bc2018--bc2018___80_03281,BACUNI_00781,A7UZQ0_BACUC,BACUNI_00781
bc2018--bc2018___80_03282,BACUNI_00782,A7UZQ1_BACUC,BACUNI_00782
bc2018--bc2018___80_03283,BACUNI_00783,,BACUNI_00783
bc2018--bc2018___80_03284,BACUNI_00784,A7UZQ3_BACUC,rplQ
bc2018--bc2018___80_03285,BACUNI_00785,A7UZQ4_BACUC,rpoA
bc2018--bc2018___80_03286,BACUNI_00786,A7UZQ5_BACUC,rpsD
bc2018--bc2018___80_03287,BACUNI_00787,A7UZQ6_BACUC,rpsK
bc2018--bc2018___80_03288,BACUNI_00788,A7UZQ7_BACUC,rpsM
bc2018--bc2018___80_03289,bc2018--bc2018___80_03289,,bc2018--bc2018___80_03289
bc2018--bc2018___80_03290,bc2018--bc2018___80_03290,,bc2018--bc2018___80_03290
bc2018--bc2018___80_03291,BACUNI_00790,A7UZQ9_BACUC,map
bc2018--bc2018___80_03292,BACUNI_00791,A7UZR0_BACUC,secY
bc2018--bc2018___80_03293,BACUNI_00792,A7UZR1_BACUC,rplO
bc2018--bc2018___80_03294,BACUNI_00793,A7UZR2_BACUC,rpmD
bc2018--bc2018___80_03295,BACUNI_00794,A7UZR3_BACUC,rpsE
bc2018--bc2018___80_03296,BACUNI_00795,A7UZR4_BACUC,rplR
bc2018--bc2018___80_03297,BACUNI_00796,A7UZR5_BACUC,rplF
bc2018--bc2018___80_03298,bc2018--bc2018___80_03298,,bc2018--bc2018___80_03298
bc2018--bc2018___80_03299,BACUNI_00798,A7UZR7_BACUC,rpsN
bc2018--bc2018___80_03300,BACUNI_00799,A7UZR8_BACUC,rplE
bc2018--bc2018___80_03301,BACUNI_00800,A7UZR9_BACUC,rplX
bc2018--bc2018___80_03302,BACUNI_00801,A7UZS0_BACUC,rplN
bc2018--bc2018___80_03303,BACUNI_00802,A7UZS1_BACUC,rpsQ
bc2018--bc2018___80_03304,BACUNI_00803,A7UZS2_BACUC,rpmC
bc2018--bc2018___80_03305,bc2018--bc2018___80_03305,,bc2018--bc2018___80_03305
bc2018--bc2018___80_03306,BACUNI_00805,A7UZS4_BACUC,rpsC
bc2018--bc2018___80_03307,bc2018--bc2018___80_03307,,bc2018--bc2018___80_03307
bc2018--bc2018___80_03308,bc2018--bc2018___80_03308,,bc2018--bc2018___80_03308
bc2018--bc2018___80_03309,BACUNI_00809,A7UZS8_BACUC,rplB
bc2018--bc2018___80_03310,BACUNI_00810,A7UZS9_BACUC,rplW
bc2018--bc2018___80_03311,BACUNI_00811,A7UZT0_BACUC,rplD
bc2018--bc2018___80_03312,BACUNI_00812,A7UZT1_BACUC,rplC
bc2018--bc2018___80_03313,BACUNI_00813,A7UZT2_BACUC,rpsJ
bc2018--bc2018___80_03314,BACUNI_00814,A7UZT3_BACUC,fusA
bc2018--bc2018___80_03315,BACUNI_00815,A7UZT4_BACUC,rpsG
bc2018--bc2018___80_03316,BACUNI_00816,A7UZT5_BACUC,rpsL
bc2018--bc2018___80_03317,BACUNI_00817,A7UZT6_BACUC,BACUNI_00817
bc2018--bc2018___80_03318,BACUNI_00818,A7UZT7_BACUC,rpoC
bc2018--bc2018___80_03319,BACUNI_00819,A7UZT8_BACUC,rpoB
bc2018--bc2018___80_03320,BACUNI_00820,A7UZT9_BACUC,rplL
bc2018--bc2018___80_03321,BACUNI_00821,A7UZU0_BACUC,rplJ
bc2018--bc2018___80_03322,BACUNI_00822,A7UZU1_BACUC,rplA
bc2018--bc2018___80_03323,BACUNI_00823,A7UZU2_BACUC,rplK
bc2018--bc2018___80_03324,BACUNI_00824,A7UZU3_BACUC,nusG
bc2018--bc2018___80_03326,BACUNI_00827,A7UZU5_BACUC,tuf
bc2018--bc2018___80_03330,BACUNI_00832,A7UZU7_BACUC,raiA
bc2018--bc2018___80_03331,BACUNI_00833,,BACUNI_00833
bc2018--bc2018___80_03332,BACUNI_00834,A7UZU9_BACUC,rpsU
bc2018--bc2018___80_03333,BACUNI_00835,A7UZV0_BACUC,BACUNI_00835
bc2018--bc2018___80_03334,BACUNI_00836,A7UZV1_BACUC,BACUNI_00836
bc2018--bc2018___80_03335,BACUNI_00837,A7UZV2_BACUC,waaA
bc2018--bc2018___80_03336,BACUNI_00838,A7UZV3_BACUC,gltX
bc2018--bc2018___80_03337,BACUNI_00839,A7UZV4_BACUC,BACUNI_00839
bc2018--bc2018___80_03338,BACUNI_00840,A7UZV5_BACUC,BACUNI_00840
bc2018--bc2018___80_03339,BACUNI_00841,,BACUNI_00841
bc2018--bc2018___80_03340,BACUNI_00842,,BACUNI_00842
bc2018--bc2018___80_03341,BACUNI_00843,,BACUNI_00843
bc2018--bc2018___80_03342,BACUNI_00845,A7UZW0_BACUC,BACUNI_00845
bc2018--bc2018___80_03343,bc2018--bc2018___80_03343,,bc2018--bc2018___80_03343
bc2018--bc2018___80_03344,BACUNI_00846,,BACUNI_00846
bc2018--bc2018___80_03345,bc2018--bc2018___80_03345,,bc2018--bc2018___80_03345
bc2018--bc2018___80_03346,BACUNI_00850,,BACUNI_00850
bc2018--bc2018___80_03347,BACUNI_00852,A7UZW7_BACUC,BACUNI_00852
bc2018--bc2018___80_03348,BACUNI_00853,,BACUNI_00853
bc2018--bc2018___80_03349,BACUNI_00858,,BACUNI_00858
bc2018--bc2018___80_03350,bc2018--bc2018___80_03350,,bc2018--bc2018___80_03350
bc2018--bc2018___80_03351,BACUNI_00861,,BACUNI_00861
